index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Darkmage's Robe	842	0	1			1	1	36	26	rob	Robe		9	25000	blac	blac						tinkerflag2		25	35	cast2		20	20	regen-mana		20	40	red-mag		3	5	red-dmg		4	8	sor		2	2	mana/lvl	10			res-pois-len		25	25	half-freeze		1	1	ac		100	140										0
Krujoy's Mail	843	0	1			1	1	30	22	spl	Splint Mail		9	25000	lgld	lgld						tinkerflag2		25	35	ac		20	20	res-cold		30	30	res-fire		30	30	thorns		15	45	balance2		10	30	ac/lvl	16			allskills		1	1																		0
Flashpoint Armor	844	0	1			1	1	35	26	plt	Plate Mail		9	25000	dgld	dgld						tinkerflag2		25	35	ac%		20	40	hp		25	45	abs-fire		10	10	explosivearrow		7	7	stupidity		1	1	ac%/lvl	12			gethit-skill	Static Field	30	10	abs-ltng		10	10														0
Ironlord's Plate	845	0	1			1	1	38	28	fld	Field Plate		9	25000	lpur	lpur						tinkerflag2		25	35	ac		50	100	str		20	20	hp		20	20	mana		20	20	half-freeze		1	1	ac/lvl	16			oskill	holy freeze	1	1	res-cold		30	40														0
Plate of Spikes	846	0	1			1	1	39	29	gth	Gothic Plate		9	25000	dpur	dpur						tinkerflag2		25	35	ac%		20	60	res-fire		50	50	thorns		30	60	red-dmg		10	15	slow		25	25	thorns/lvl	64			light-thorns		30	30	ac/lvl	12			oskill	Thorns	5	5	gethit-skill	Iron Maiden	25	5						0
Frozen Soulbearer	847	0	1			1	1	39	29	ltp	LightPlate		9	25000	cblu	cblu						tinkerflag2		25	35	ac%		90	110	allskills		1	1	mana%		10	30	regen-mana		10	30	abs-fire		20	20	freeze		1	2	nofreeze		1	1	oskill	Frozen Armor	4	8	skilltab	5	1	1										0
Spikes of the Rhyno	848	0	1			1	1	32	24	shl	Spiked Shoulder		7	15000	dgry	dgry						tinkerflag2		25	35	thorns		25	25	ac%		35	60	crush/lvl	8			thorns/lvl	20			skill	Iron Maiden	2	2	skill	Thorns	2	2	oskill	Thorns	2	2	ac/lvl	24																0
Lightbringer's Revenge	849	0	1			1	1	38	28	ful	Full Plate Mail		9	25000	oran	oran						tinkerflag2		25	35	ac		75	150	res-all		20	40	deadly		50	50	balance3		30	30	mana		15	45	light		5	5	dmg-ltng		1	16	dmg-ltng/lvl	32			ac/lvl	24			gethit-skill	Static Field	25	15						0
Corrupted Sanctuary	850	0	1			1	1	37	30	elv	Elven Chain		9	25000	blac	blac						tinkerflag2		25	35	light		-3	-3	regen		-10	-10	mana		20	40	openwounds		100	100	abs-cold/lvl	4			abs-fire/lvl	4			abs-ltng/lvl	4			dmg/lvl	8																0
Steel of Legends	851	0	1			1	1	38	28	aar	Ancient Armor		9	25000	dblu	dblu						tinkerflag2		25	35	ac		40	90	allskills		1	2	balance1		10	10	str		20	20	dex		20	20	ac%/lvl	16			vit		20	20	lifesteal		5	7														0
Shroud of Azalin	852	0	1			1	1	49	41	xlk	Summoner's Cloak		10	30000	cblu	cblu						tinkerflag2		25	35	allskills		1	2	all-stats		10	15	cast2		30	30	res-all		20	20	noheal		1	1	mana-kill		10	15	skilltab	18	1	3	skill	Shade Armor	5	5	oskill	Bone Armor	5	5	oskill	Teeth	5	5	ac%		100	150		0
Robe of the White Mage	853	0	1			1	1	36	28	xui	Ghost Armor		9	25000	whit	whit						tinkerflag2		25	35	ac%		80	130	ease		-100	-100	res-ltng		50	100	res-ltng-max		10	20	dmg-ltng		1	64	cast3		20	40	light-thorns		30	30	light		1	5	swing2		10	30	dmg-ltng/lvl	32			pierce-ltng		5	15		0
Black Armor	854	0	1			1	1	37	29	xea	SerpentSkin Armor		9	25000	blac	blac						tinkerflag2		25	35	ass		1	1	nec		1	1	ac%		200	250	red-dmg%		10	15	dmg-undead		100	200	att-undead		100	200	stupidity		2	2	light		-4	-4	ease		-25	-25	skill	Bone Armor	2	6	skill	Fade	2	6		0
Demon Skin	855	0	1			1	1	39	31	xla	Demonhide Armor		9	25000	cred	cred						tinkerflag2		25	35	res-fire		75	100	res-fire-max		10	15	regen		20	30	regen-stam		200	200	nofreeze		1	1	dmg-demon		150	150	ac%/lvl	32			dmg-dem/lvl	12			att-demon		100	300	att-dem/lvl	8			swing1		20	20		0
Palashia's Defense	856	0	1			1	1	41	33	xtu	Tresllised Armor		10	30000	lgry	lgry						tinkerflag2		25	35	ama		1	2	ass		1	2	ac%		160	220	ac-miss		250	250	light		1	3	swing2		20	20	balance2		20	20	res-all		20	20	skill	Evade	1	3	skill	Weapon Block	1	3	gethit-skill	Mind Blast	11	12		0
Robe of the Phoenix	857	0	1			1	1	43	35	xng	Linked Mail		10	30000	dred	dred						tinkerflag2		25	35	fireskill		2	2	res-fire		50	50	res-ltng		50	50	regen		15	30	red-dmg%		10	10	dmg-fire		10	25	dmg-fire/lvl	40			gethit-skill	Nova	30	8	hp/lvl	12			light		5	5	ac%/lvl	12				0
Ancient Guardian	858	0	1			1	1	45	37	xcl	Tigulated Mail		10	30000	dpur	dpur						tinkerflag2		25	35	res-all-max		10	10	res-all		35	60	mana%		15	30	ac-miss		150	250	ac%/lvl	24			indestruct		1	1																						0
Armor of the Wind	859	0	1			1	1	46	38	xhn	Mesh Armor		10	30000	lblu	lblu						tinkerflag2		25	35	ama		1	2	dru		1	2	vit		20	30	dex		20	30	knock		1	1	sock		2	2	oskill	Slow Missiles	1	3	oskill	Tornado	1	3	move2		20	20	ac-miss		255	255						0
Scarab Demon Carapace	860	0	1			1	1	49	41	xrs	Cuirass		10	30000	dgry	dgry						tinkerflag2		25	35	ac%		70	110	red-dmg		10	20	res-ltng		10	25	res-ltng/lvl	6			dmg-ltng/lvl	40			thorns/lvl	40			move3		20	20	extra-ltng		10	10	skilltab	2	1	3	skilltab	4	1	3	skilltab	18	1	3		0
Wisdom's Wrap	861	0	1			1	1	57	50	xrb	Mage Robe		11	35000	whit	whit						tinkerflag2		25	35	allskills		1	1	sor		1	2	skill-rand	3	36	65	ac%		100	150	red-dmg		8	8	red-mag		8	8	res-ltng-max		10	10	res-ltng		75	75	res-mag		15	15	mana%		30	30	enr		15	15		0
Mountain's Skin	862	0	1			1	1	50	42	xpl	Russet Armor		11	35000	oran	oran						tinkerflag2		25	35	ac%		120	170	red-dmg		5	10	res-pois-max		10	10	res-cold-max		10	10	res-pois		30	30	res-cold		30	30	str		15	15	skilltab	14	1	3	oskill	Iron Skin	1	4										0
Arkaine's Valor	863	0	1			1	1	53	45	xlt	Templar Coat		11	35000	dgrn	dgrn						tinkerflag2		25	35	ac%		150	200	hp%		10	20	red-dmg		8	12	balance3		30	30	vit/lvl	4			allskills		2	2																						0
Armor of the Deep	864	0	1			1	1	56	48	xld	Sharktooth Armor		11	35000	cblu	cblu						tinkerflag2		25	35	ac%		140	180	openwounds		33	33	regen		10	20	hp		50	50	stupidity		2	2	light		-2	-2	manasteal		7	12	gethit-skill	Frozen Armor	40	5	res-cold		40	60	sock		2	2						0
Piotyr's Plate	865	0	1			1	1	59	51	xth	Embossed Plate		11	35000	lgry	lgry						tinkerflag2		25	35	ac%		60	100	res-all		10	30	ease		-25	-25	red-dmg		5	10	red-mag		5	10	mag%/lvl	10			gold%/lvl	10			hp		25	75	mana		25	75										0
Templar Protector	866	0	1			1	1	59	51	xtp	Mage Plate		11	35000	lgld	lgld						tinkerflag2		25	35	ac%		90	110	allskills		3	3	mana		50	50	ease		-40	-40	light		-3	-3	mana/lvl	8																								0
The Iron Maiden	867	0	1			1	1	55	49	xhh	Thorned Armor		11	35000	blac	blac						tinkerflag2		25	35	thorns/lvl	80			crush/lvl	8			deadly/lvl	6			openwounds		100	100	hp		50	200	gethit-skill	Iron Maiden	39	10	thorns		100	200																		0
Armor of the Dragon Mage	868	0	1			1	1	61	53	xul	Chaos Armor		12	40000	lred	lred						tinkerflag2		25	35	ease		-90	-90	res-fire-max		15	15	res-ltng-max		15	15	res-fire		50	100	res-ltng		50	100	move1		10	30	gethit-skill	Static Field	50	10	gethit-skill	Nova	50	10	cast1		20	20	mana/lvl	8								0
Drizzt's Mithril	869	0	1			1	1	60	50	xlv	Drow Adamantite Chain		12	40000	dgry	dgry						tinkerflag2		25	35	ac%		150	200	dex		10	15	res-all		10	15	swing2		10	15	move1		10	15	allskills		2	2	sock		2	2																		0
Demonspike Coat	870	0	1			1	1	63	55	xar	Ornate Armor		12	40000	blac	blac						tinkerflag2		25	35	ac%		160	210	res-fire/lvl	8			ease		-12	-12	str		20	20	red-dmg		5	9	abs-fire/lvl	2			dmg-fire		100	300	allskills		1	1	hp/lvl	8												0
Lothar's Cape	871	0	1			1	1	80	76	ylk	Enchanted Cloak		13	45000	lblu	lblu						tinkerflag2		25	35	ac%		100	150	res-all		30	45	oskill	Shade Armor	3	3	allskills		1	2	dmg-elem		300	300	extra-fire		15	30	extra-ltng		15	30	extra-cold		15	30	skilltab	19	3	3										0
Nightscape	872	0	1			1	1	69	60	yui	Padded Armor		12	40000	blac	blac						tinkerflag2		25	35	skilltab	19	3	3	balance3		30	30	ac%/lvl	12			dex		15	25	str		15	25	res-all		20	40	allskills		1	1	move2		15	15	swing2		15	15	res-all-max		5	10	oskill	Cloak of Shadows	3	3		0
Cottonmouth Jacket	873	0	1			1	1	78	63	yea	Viper Skin		13	45000	dgry	dgry						tinkerflag2		25	35	ac%		150	200	res-pois/lvl	12			dmg-pois	100	616	820	ease		-50	-50	dmg-pois/lvl	48			gethit-skill	Poison Nova	40	18	res-pois-max		5	15	heal-kill		12	16	pierce-pois		20	30	oskill	Venom	1	1	oskill	Poison Nova	6	6		0
Hellrust	874	0	1			1	1	71	64	yla	Demon Carapace		13	45000	oran	oran						tinkerflag2		25	35	ac%		100	250	res-fire/lvl	4			res-ltng/lvl	4			res-cold/lvl	4			res-mag		25	25	dmg-mag/lvl	20			noheal		1	1	openwounds		60	60	att-skill	Bone Spirit	30	16	gethit-skill	Hells Gate	30	16	allskills		1	1		0
Brilliance	875	0	1			1	1	72	68	ytu	Gemstoned Armor		13	45000	bwht	bwht						tinkerflag2		25	35	ac%		200	250	stupidity		2	2	res-all		15	25	hp%		15	25	sock		3	3																										0
Chains of Binding	876	0	1			1	1	74	72	yng	Heavy Mail		13	45000	blac	blac						tinkerflag2		25	35	aura	Holy Freeze T	5	5	ac%		450	500	dmg-cold	750	100	200	regen		-10	-10	dmg-cold/lvl	16			sock		2	2																						0
Acero Frio	877	0	1			1	1	75	69	ycl	Dragon Scale		13	45000	dblu	dblu						tinkerflag2		25	35	ac%		300	400	str/lvl	3			res-cold/lvl	8			sock		3	3																														0
Vulcanguard	878	0	1			1	1	77	70	yhn	Chain Shirt		13	45000	dred	dred						tinkerflag2		25	35	ac%		125	175	res-fire		55	70	dmg-fire		50	50	knock		1	1	gethit-skill	Nova	50	18	dmg-fire/lvl	40			aura	Holy Fire T	17	17	extra-fire		20	45	hp		100	100	fireskill		1	1						0
Atlastrust	879	0	1			1	1	77	78	yrs	Chest Guard		13	45000	dgry	dgry						tinkerflag2		25	35	skilltab	9	3	3	skilltab	13	3	3	skilltab	1	3	3	dmg%		75	75	str		35	35	aura	Blessed Aim	5	8	skilltab	16	3	3	skilltab	20	3	3	ac%		200	240										0
Kaija's Gown	880	0	1			1	1	79	69	yrb	Archmage Robe		13	45000	whit	whit						tinkerflag2		25	35	sor		4	5	cast3		40	40	move3		40	40	mana		200	200	mag%		100	100	ac		1500	1800	red-mag		15	30																		0
Hellforge's Finest	881	0	1			1	1	84	71	ypl	Demon Fleece		13	45000	dred	dred						tinkerflag2		25	35	abs-fire%		25	25	fireskill		3	3	res-fire-max		10	20	res-fire/lvl	10			nofreeze		1	1	gethit-skill	Fire Ball	20	25	ac%		120	240	pierce-fire		20	30	oskill	FireGolem	7	12	oskill	Golem Mastery	1	4						0
Blanchwood Vest	882	0	1			1	1	75	71	ylt	Plated Cuirass		13	45000	blac	blac						tinkerflag2		25	35	ac%		130	180	thorns		80	120	red-dmg%		20	20	res-cold		30	50	res-ltng		30	50	res-pois		30	50	dru		2	2	oskill	Wearbear	10	10	oskill	Shape Shifting	10	10	oskill	Maul	10	10						0
Aakta's Defense	883	0	1			1	1	84	72	yld	Combat Plate		13	45000	oran	oran						tinkerflag2		25	35	ac		1350	1800	red-dmg		15	25	res-all		20	35	sock		2	2	red-mag		15	25	red-dmg%		10	10	oskill	Claw Mastery	2	4	deadly/lvl	3																0
Leoric's Plate	884	0	1			1	1	84	74	yth	Royal Armor		13	45000	lgry	lgry						tinkerflag2		25	35	ac%		110	180	res-all		30	40	res-all-max		5	12	dmg%		35	35	str		16	24	lifesteal		4	6	manasteal		4	6	ac		500	500	hit-skill	Amplify Damage	5	8										0
Robes of Power	885	0	1			1	1	84	75	ytp	Archmage Plate		13	45000	whit	whit						tinkerflag2		25	35	res-all		30	50	mana		60	60	block		15	15	allskills		3	3	addxp		3	5	hp		60	60	ac		900	1400																		0
Deflective Spikes	886	0	1			1	1	75	71	yhh	Spiked Armor		13	45000	blac	blac						tinkerflag2		25	35	abs-fire%		15	25	abs-cold%		15	25	abs-ltng%		15	25	thorns		800	800	red-dmg%		30	30	abs-mag%		15	25	thorns/lvl	64			red-dmg		30	30	regen		30	30										0
Izeal's Vise	887	0	1			1	1	79	75	yul	Ceremonial Armor		13	45000	whit	whit						tinkerflag2		25	35	ac		400	800	allskills		1	1	dmg-undead		200	300	ease		-30	-30	sock		2	2	aura	conviction	2	4																						0
Silvasa's Dress	888	0	1			1	1	82	77	ylv	Sylvan Chain		13	45000	bwht	bwht						tinkerflag2		25	35	hp%		50	50	mana%		50	50	ac%		50	100	res-all		20	40	light		5	5	mana-kill		12	16	ac		1000	1000	oskill	Teleport	1	1	heal-kill		12	16										0
The Guardian of Time	889	0	1			1	1	84	80	yar	Archaic Armor		13	45000	whit	whit						tinkerflag2		25	35	move3		30	30	swing3		30	30	regen		15	30	regen-mana		30	60	block3		30	30	balance3		30	30	cast3		30	30	allskills		2	2	ac%		90	170	gethit-skill	Time Stop	15	10						0
shld																																																																							0
Romanary Pelt	890	0	1			1	1	3	2	buc	Buckler		6	10000	whit	whit						tinkerflag2		25	35	cast3		20	30	str			20	dex			20	hp			20	mana			20	swing3		15	30	ac/lvl	4																				0
Stargate	891	0	1			1	1	12	9	sml	Small Shield		7	15000	lgry	lgry						tinkerflag2		25	35	ac		10	10	res-ltng		50	50	light-thorns		30	30	hp		10	20	regen		5	15	abs-mag%			15																						0
Mercenary's Brace	892	0	1			1	1	18	13	lrg	Large Shield		7	15000	dgry	dgry						tinkerflag2		25	35	red-dmg		3	6	res-fire		35	35	res-ltng		35	35	block		10	15	balance1		10	20	str/lvl	8			hp/lvl	16																				0
Spikes of Rajamir	893	0	1			1	1	20	15	spk	Spiked Shield		8	20000	lred	lred						tinkerflag2		25	35	thorns		20	80	block3		20	20	openwounds		33	99	res-all		30	30	thorns/lvl	48			gethit-skill	Life Tap	50	2	skill	Smite	3	6																		0
Raven's Shield	894	0	1			1	1	23	17	kit	Kite Shield		8	20000	blac	blac						tinkerflag2		25	35	allskills		1	1	ac-miss			100	regen-mana		10	20	light		3	3	block1		10	20	skill	Raven	2	5	mana		15	45	hp/lvl	12			res-all		20	20										0
Skullbear's Soul	895	0	1			1	1	27	20	bsh	Bone Shield		8	20000	lgld	lgld						tinkerflag2		25	35	block		20	20	res-pois		60	60	hp		15	30	dex		15	30	mana		15	30	regen-mana		20	40	regen		10	20	ac/lvl	2			res-fire		20	20	cast1		20	20						0
Stormwynd's Mania	896	0	1			1	1	26	19	tow	Tower Shield		8	20000	lblu	lblu						tinkerflag2		25	35	ac		20	60	allskills		1	1	str		20	30	block2		15	30	dmg-ac		-10	-10	ac/lvl	8			sock		2	2																		0
Phrozen Heart	897	0	1			1	1	38	28	fts	Fortress Shield		9	25000	cblu	cblu						tinkerflag2		25	35	res-cold		50	50	res-cold-max		10	10	nofreeze		1	1	dmg-cold	200	10	20	gethit-skill	Frost Nova	100	5	dmg-cold/lvl	16			res-fire		50	50	res-fire-max		10	10														0
Defender of Justice	898	0	1			1	1	35	26	gts	Gothic Shield		9	25000	dblu	dblu						tinkerflag2		25	35	ac		55	55	allskills		1	1	block		10	20	dex		25	30	block3		20	30	res-all		30	50	skilltab	11	1	3																		0
The Deflector	899	0	1			1	1	36	28	xuc	Defender		9	25000	dred	dred						tinkerflag2		25	35	ac%		100	200	block		25	25	block3		20	20	red-dmg		3	6	res-fire		40	40	res-ltng		40	40	res-cold		40	40	thorns/lvl	24																0
Karcheus' Ward	900	0	1			1	1	39	31	xml	Round Shield		9	25000	lblu	lblu						tinkerflag2		25	35	ac%		50	100	hp		30	30	mana		30	30	res-cold-max		20	20	res-cold		30	30	res-all		20	20	nofreeze		1	1	ac/lvl	6			gethit-skill	Ice Blast	20	18	dmg-cold	150	40	80	sock		1	1		0
The Face of the Sun	901	0	1			1	1	43	35	xrg	Scutum		10	30000	oran	oran						tinkerflag2		25	35	light		7	7	res-fire-max		20	20	res-fire		60	60	res-ltng		20	20	block		20	20	block3		20	30	stupidity		2	2	regen		10	15	gethit-skill	Fire Ball	20	18	ac/lvl	6								0
Spikewall	902	0	1			1	1	43	35	xpk	Barbed Shield		10	30000	lred	lred						tinkerflag2		25	35	deadly		15	30	crush		10	15	lifesteal		5	8	manasteal		5	8	thorns		100	200	thorns/lvl	16			dmg%		35	35	sock		2	2	charged	Spirit of Barbs	30	11										0
The Shield of Pain	903	0	1			1	1	46	38	xit	Dragon Shield		10	30000	blac	blac						tinkerflag2		25	35	red-dmg%		75	75	regen		-20	-20	ac/lvl	12			vit		-10	-10																														0
Tortured Souls	904	0	1			1	1	49	41	xsh	Grim Shield		10	30000	blac	blac						tinkerflag2		25	35	allskills		1	1	nec		0	1	regen		-5	-5	thorns		30	210	cast3		30	40	res-all		20	30	abs-mag%		10	10	sock		1	1	mana		20	30										0
Wall of the Ancient Oak	905	0	1			1	1	52	44	xow	Pavise		11	35000	lgrn	lgrn						tinkerflag2		25	35	balance3		30	30	manasteal		5	10	str		20	20	res-pois-max		20	20	res-pois		75	75	res-pois-len		75	75	red-dmg%		5	10	sock		2	2	ac%		70	120										0
Link's Mirror	906	0	1			1	1	58	54	xft	Reflection Shield		11	35000	lblu	lblu						tinkerflag2		25	35	balance3		20	20	block3		20	20	abs-fire%		5	10	abs-ltng%		5	10	abs-cold%		5	10	red-dmg%		10	15	block		20	20	ac-miss		250	250	thorns		50	150										0
Mithril Shield	907	0	1			1	1	58	50	xts	Ancient Shield		11	35000	whit	whit						tinkerflag2		25	35	ac%		50	150	red-dmg		3	9	block		50	50	ease		-50	-50	res-all		20	30	red-mag		4	8	move1		10	10																		0
Lady Raven's Power	908	0	1			1	1	80	64	yuc	Petrified Buckler		13	45000	lred	lred						tinkerflag2		25	35	mana		80	120	mana%		40	50	abs-cold%		15	15	abs-fire%		15	15	abs-ltng%		15	15	res-all		20	30	block		18	18	cast1		15	15	ac		120	200										0
Elzix's Treasure	909	0	1			1	1	69	58	yml	Desert Shield		12	40000	oran	oran						tinkerflag2		25	35	mag%		100	100	oskill	Find Potion	1	3	oskill	Find Item	1	3	block1		-20	-20	gold%		100	100																										0
Cyclop's Protector	910	0	1			1	1	71	62	yrg	Giant Buckler		13	45000	lblu	lblu						tinkerflag2		25	35	red-dmg%		15	15	block		30	30	oskill	Heart of Wolverine	3	7	str		10	25	sock		2	2	ac%		70	110																						0
The Seduction of Pain	911	0	1			1	1	79	66	ypk	Thorned Shield		13	45000	blac	blac						tinkerflag2		25	35	ac%		80	120	block1		30	30	pierce		25	25	lifesteal		6	10	manasteal		4	8	thorns/lvl	20			dmg/lvl	4			oskill	Claw Mastery	2	5	block		20	20	swing1		10	10						0
Dragon's Breach	912	0	1			1	1	73	70	yit	Military Shield		13	45000	cred	cred						tinkerflag2		25	35	dmg-fire		100	250	ac%		100	170	block		20	20	str		30	30	enr		15	15	res-fire/lvl	8			res-fire-max		15	15	skill	Holy Shield	3	6	skill	Smite	3	6	allskills		1	1	block1		25	25		0
Icon of Sin	913	0	1			1	1	79	68	ysh	Demon Shield		13	45000	blac	blac						tinkerflag2		25	35	ac%		50	100	allskills		1	1	red-dmg%		10	10	lifesteal		4	8	dmg-to-mana		30	30	mana-kill		6	10	res-pois		50	50	res-cold		50	50	regen-mana		25	50										0
The Barricade	914	0	1			1	1	81	72	yow	Royal Guard		13	45000	dgry	dgry						tinkerflag2		25	35	ac		100	220	res-all		35	50	block		20	20	oskill	Golem Mastery	3	3	oskill	Summon Resist	3	3	oskill	Clay Golem	15	15																						0
Guardian Angel	915	0	1			1	1	84	75	yft	Ceremonial Shield		13	45000	whit	whit						tinkerflag2		25	35	ac		80	120	block		20	20	light		3	5	block3		30	30	balance3		30	30	allskills		1	1	abs-fire%		5	20	abs-cold%		5	20	abs-ltng%		5	20	red-dmg		5	15						0
Stonewall	916	0	1			1	1	80	73	yts	Body Shield		13	45000	dgry	dgry						tinkerflag2		25	35	ac		200	300	block		40	40	block3		60	60	indestruct		1	1	skilltab	11	2	3	str		15	20	aura	Defiance	7	7																		0
glov																																																																							0
Leather of Luck	917	0	1			1	1	7	5	lgl	Gloves		6	10000	cblu	cblu						tinkerflag2		25	35	att%			100	mag%		50	150	gold%		50	150																																		0
Hand of Grog	918	0	1			1	1	12	9	vgl	Heavy Gloves		7	15000	oran	oran						tinkerflag2		25	35	balance1		10	10	mana		10	20	hp		15	30	swing2		20	20	str		10	15	sock		1	1																						0
Gloves of Firebrand	919	0	1			1	1	20	15	mgl	Bracers		8	20000	lred	lred						tinkerflag2		25	35	res-fire-max		5	15	res-fire		30	60	fire-min		5	15	dmg-fire/lvl	16			hit-skill	Molten Boulder	30	4	fire-max		15	30	swing2		10	10																		0
Darkflight Hand	920	0	1			1	1	31	23	tgl	Light Gauntlets		9	25000	lgry	lgry						tinkerflag2		25	35	magicarrow		5	5	att%		15	30	half-freeze		1	1	dmg-cold	150	10	15	swing2		20	20	dmg-cold/lvl	20			skilltab	0	1	2																		0
Heartrand's Gaunts	921	0	1			1	1	39	29	hgl	Gauntlets		9	25000	dred	dred						tinkerflag2		25	35	ac		40	40	dmg-max		5	25	red-dmg		2	4	res-pois		50	50	hp		30	60	deadly		20	40	dmg-min		5	25																		0
Fireheart's Hand	922	0	1			1	1	40	29	irg	Iron Guards		10	30000	cred	cred						tinkerflag2		25	35	fireskill		1	1	dmg-fire		15	35	abs-fire%		5	15	pierce-fire		10	15	cast2		20	20	mana%		25	25																						0
Hands of the Assassin	923	0	1			1	1	37	29	xlg	Demonhide Gloves		9	25000	blac	blac						tinkerflag2		25	35	stamdrain		50	100	deadly		50	100	dmg-pois	200	64	96	dmg-pois/lvl	40			crush		10	40	ass		1	1	sock	1	1	1																		0
Gloves of Nor Tiraj	924	0	1			1	1	39	32	xvg	Sharkskin Gloves		9	25000	lgry	lgry						tinkerflag2		25	35	res-all		15	15	cast3		20	20	swing2		20	20	red-mag		3	6	mana-kill		3	6	ac		15	30	att-skill	Poison Nova	10	10																		0
Shiva's Touch	925	0	1			1	1	44	36	xmg	Heavy Bracers		10	30000	dblu	dblu						tinkerflag2		25	35	res-cold		25	75	res-cold-max		20	20	att%		15	30	dmg-cold/lvl	16			hit-skill	Glacial Spike	20	10	cold-len		400	800	cold-min		10	20	cold-max		20	80	swing1		10	10										0
Runefusion	926	0	1			1	1	50	42	xtg	Battle Guantlets		11	35000	dpur	dpur						tinkerflag2		25	35	allskills		1	1	skilltab	3	1	1	skilltab	8	1	1	skilltab	17	1	1	skilltab	18	1	1	res-all		10	10	regen-mana		20	40	hp		30	60	sock		1	1										0
Suffocation of Indifference	927	0	1			1	1	55	47	xhg	War Gauntlets		11	35000	cred	cred						tinkerflag2		25	35	lifesteal		5	8	regen		-5	-5	openwounds		25	25	slow		25	50	dmg/lvl	6			ac%		80	140	str/lvl	3																				0
Lockheart's Grip	928	0	1			1	1	56	55	xig	Imperial Guards		11	35000	dgry	dgry						tinkerflag2		25	35	ac		12	12	swing2		30	30	dmg-ac		-25	-25	dmg-min		15	30	ac%		100	200	red-dmg%		5	10	str		10	10																		0
Gloves of the Dark Mage	929	0	1			1	1	76	58	ylg	Spellcaster Gloves		13	45000	blac	blac						tinkerflag2		25	35	ac		140	170	red-mag		10	20	allskills		1	1	mana		100	100	ac-miss		200	200	cast1		30	30	res-pois/lvl	6																				0
The Hands of Atlas	930	0	1			1	1	77	60	yvg	Viper Hands		13	45000	dgry	dgry						tinkerflag2		25	35	str		50	50	crush		40	40	ac%		60	110	res-all		15	25	dmg/lvl	4			hit-skill	Weaken	5	10																						0
Death's Grip	931	0	1			1	1	83	62	ymg	Sepulcher Gloves		13	45000	blac	blac						tinkerflag2		25	35	freeze		2	2	dmg-cold	500	25	90	lifesteal		12	24	mana-kill		8	12	ignore-ac		1	1	noheal		1	1	dmg-cold/lvl	48			swing2		30	30	res-cold		75	75	regen		15	20						0
Iron Fist	932	0	1			1	1	74	65	ytg	Gladiator Bracers		13	45000	dgry	dgry						tinkerflag2		25	35	ac%		40	60	ac		100	120	red-dmg%		10	15	swing1		20	20	cast1		20	20	heal-kill		12	16	allskills		1	1																		0
Herculean Grip	933	0	1			1	1	79	68	yhg	Titan Bracers		13	45000	lgry	lgry						tinkerflag2		25	35	str		30	40	crush		15	15	deadly		25	25	vit		30	40	ac%		40	80	swing3		40	40	hit-skill	Static Field	8	11																		0
Greiz's Legion	934	0	1			1	1	80	73	yig	Royal Guards		13	45000	oran	oran						tinkerflag2		25	35	att%		20	40	block		15	15	balance1		10	10	aura	Resist Fire	2	2	ac%		150	200	hp/lvl	4			mana/lvl	4																				0
boot																																																																							0
Boots of Firewalk	935	0	1			1	1	7	5	lbt	Leather Boots		6	10000	cred	cred						tinkerflag2		25	35	abs-fire		5	15	res-fire		20	60	hp		15	30	skill	Blaze	1	4	ac		4	8	move1		5	10																						0
Icelander's Wear	936	0	1			1	1	12	9	vbt	Heavy Boots		7	15000	dblu	dblu						tinkerflag2		25	35	res-cold		30	60	res-cold-max		5	15	half-freeze		1	1	hp		10	30	ac/lvl	8			res-cold/lvl	8			swing1		10	10																		0
Orcish Walkgarb	937	0	1			1	1	20	15	mbt	Chain Boots		8	20000	lgrn	lgrn						tinkerflag2		25	35	deadly		10	30	move2		20	20	dex		10	10	str		10	10	ac-hth		25	75	str/lvl	2			res-ltng		30	30																		0
Vindalay's Sole	938	0	1			1	1	30	22	tbt	Light Plate Boots		9	25000	dgry	dgry						tinkerflag2		25	35	stamdrain		30	60	cast3		20	30	move2		10	30	red-mag		2	4	gold%		30	60	red-dmg		3	6	res-pois		20	30																		0
Lightmaster's Walk	939	0	1			1	1	39	29	hbt	Greaves		9	25000	dgrn	dgrn						tinkerflag2		25	35	ac		10	10	move3		30	30	regen-stam		30	60	res-all		10	20	dex		10	20	str		10	20	ac/lvl	8																				0
Zhoul's Slippers	940	0	1			1	1	31	23	dbt	Dimensional Boots		9	25000	lgry	lgry						tinkerflag2		25	35	red-dmg		4	8	red-mag		3	6	move2		10	30	enr		5	15	manasteal		4	7	nec		1	1	ass		1	1																		0
